path,status,final_url,title,canonical_url,sitemap_present,inbound_internal_link_count,inbound_internal_link_examples,fetch_error
/systems/ai-workflow-lab/invoice-review-demo/,200,https://suyogjoshi.com/systems/ai-workflow-lab/invoice-review-demo/,AI-Assisted Invoice Review Workflow | Suyog Joshi,https://suyogjoshi.com/systems/ai-workflow-lab/invoice-review-demo/,True,2,/systems/ai-workflow-lab/ | /systems/ai-workflow-lab/invoice-review-demo/,
/systems/ai-workflow-lab/knowledge-markdown-demo/,200,https://suyogjoshi.com/systems/ai-workflow-lab/knowledge-markdown-demo/,PDF to Knowledge Markdown | Suyog Joshi,https://suyogjoshi.com/systems/ai-workflow-lab/knowledge-markdown-demo/,True,3,/systems/ai-workflow-lab/ | /systems/ai-workflow-lab/knowledge-markdown-demo/ | /writing/topics/engineering-context-and-knowledge/,
/systems/ai-workflow-lab/vendor-onboarding-rag-demo/,200,https://suyogjoshi.com/systems/ai-workflow-lab/vendor-onboarding-rag-demo/,AI Business Process Knowledge Assistant | Suyog Joshi,https://suyogjoshi.com/systems/ai-workflow-lab/vendor-onboarding-rag-demo/,True,2,/systems/ai-workflow-lab/ | /systems/ai-workflow-lab/vendor-onboarding-rag-demo/,
/systems/survey-poll-serverless/,200,https://suyogjoshi.com/systems/survey-poll-serverless/,Survey/Poll Serverless System | Suyog Joshi,https://suyogjoshi.com/systems/survey-poll-serverless/,True,2,/ | /systems/,
/training/,200,https://suyogjoshi.com/training/,"Software Signal Learning Journey | Data, Machine Learning and AI Systems",https://suyogjoshi.com/training/,True,66,/ | /about/ | /card/ | /consulting/ | /contact/,
/training/applied-data-analysis-with-python/,200,https://suyogjoshi.com/training/applied-data-analysis-with-python/,Applied Data Analysis with Python | Software Signal Learning,https://suyogjoshi.com/training/applied-data-analysis-with-python/,True,5,/ | /training/ | /training/applied-data-analysis-with-python/ | /training/practical-machine-learning-foundations/ | /training/python-foundations-for-data-science/,
/training/engineering-reliable-ai-systems/,200,https://suyogjoshi.com/training/engineering-reliable-ai-systems/,Engineering Reliable AI Systems — In Pipeline | Suyog Joshi,https://suyogjoshi.com/training/engineering-reliable-ai-systems/,True,3,/training/ | /training/engineering-reliable-ai-systems/ | /training/generative-ai-application-development/,
/training/generative-ai-application-development/,200,https://suyogjoshi.com/training/generative-ai-application-development/,Generative AI Application Development — In Pipeline | Suyog Joshi,https://suyogjoshi.com/training/generative-ai-application-development/,True,4,/training/ | /training/engineering-reliable-ai-systems/ | /training/generative-ai-application-development/ | /training/practical-machine-learning-foundations/,
/training/policies/,200,https://suyogjoshi.com/training/policies/,Software Signal Policies | Suyog Joshi,https://suyogjoshi.com/training/policies/,True,11,/privacy/ | /training/ | /training/applied-data-analysis-with-python/ | /training/engineering-reliable-ai-systems/ | /training/generative-ai-application-development/,
/training/policies/cancellation-refunds/,200,https://suyogjoshi.com/training/policies/cancellation-refunds/,Cancellation and Refund Policy | Suyog Joshi,https://suyogjoshi.com/training/policies/cancellation-refunds/,True,4,/training/applied-data-analysis-with-python/ | /training/policies/ | /training/policies/terms/ | /training/python-foundations-for-data-science/,
/training/policies/conduct-recording/,200,https://suyogjoshi.com/training/policies/conduct-recording/,Conduct and Recording Policy | Suyog Joshi,https://suyogjoshi.com/training/policies/conduct-recording/,True,4,/training/applied-data-analysis-with-python/ | /training/policies/ | /training/policies/terms/ | /training/python-foundations-for-data-science/,
/training/policies/terms/,200,https://suyogjoshi.com/training/policies/terms/,Terms of Enrolment | Suyog Joshi,https://suyogjoshi.com/training/policies/terms/,True,4,/training/policies/ | /training/policies/cancellation-refunds/ | /training/policies/conduct-recording/ | /training/policies/terms/,
/training/practical-machine-learning-foundations/,200,https://suyogjoshi.com/training/practical-machine-learning-foundations/,Practical Machine Learning Foundations — In Pipeline | Suyog Joshi,https://suyogjoshi.com/training/practical-machine-learning-foundations/,True,6,/training/ | /training/applied-data-analysis-with-python/ | /training/engineering-reliable-ai-systems/ | /training/generative-ai-application-development/ | /training/practical-machine-learning-foundations/,
/training/provider/,200,https://suyogjoshi.com/training/provider/,Software Signal Provider Information | Suyog Joshi,https://suyogjoshi.com/training/provider/,True,7,/training/ | /training/applied-data-analysis-with-python/ | /training/engineering-reliable-ai-systems/ | /training/generative-ai-application-development/ | /training/policies/,
/training/python-foundations-for-data-science/,200,https://suyogjoshi.com/training/python-foundations-for-data-science/,Python Foundations for Data Science | Software Signal Learning,https://suyogjoshi.com/training/python-foundations-for-data-science/,True,5,/ | /training/ | /training/applied-data-analysis-with-python/ | /training/python-foundations-for-data-science/ | /writing/,
/website-services/,200,https://suyogjoshi.com/website-services/,Website Services | Suyog Joshi,https://suyogjoshi.com/website-services/,True,2,/ | /website-services/,
/writing/,200,https://suyogjoshi.com/writing/,Writing | Suyog Joshi,https://suyogjoshi.com/writing/,True,66,/ | /about/ | /card/ | /consulting/ | /contact/,
/writing/agent-risk-register/,200,https://suyogjoshi.com/writing/agent-risk-register/,The Agent Risk Register: What to Check Before Letting AI Act | Suyog Joshi,https://suyogjoshi.com/writing/agent-risk-register/,True,2,/writing/ | /writing/topics/ai-agents-and-review/,
/writing/ai-code-review-is-not-just-code-review/,200,https://suyogjoshi.com/writing/ai-code-review-is-not-just-code-review/,AI Code Review Is Not Just Code Review | Suyog Joshi,https://suyogjoshi.com/writing/ai-code-review-is-not-just-code-review/,True,6,/writing/ | /writing/architecture-matters-more-in-the-ai-era/ | /writing/human-ai-responsibility-map/ | /writing/human-review-gates-ai-assisted-delivery/ | /writing/topics/ai-agents-and-review/,
/writing/ai-governance-without-bureaucracy/,200,https://suyogjoshi.com/writing/ai-governance-without-bureaucracy/,AI Governance Without Bureaucracy | Suyog Joshi,https://suyogjoshi.com/writing/ai-governance-without-bureaucracy/,True,3,/writing/ | /writing/agent-risk-register/ | /writing/topics/ai-agents-and-review/,
/writing/ai-ml-data-science-explained-simply/,200,https://suyogjoshi.com/writing/ai-ml-data-science-explained-simply/,"AI, Machine Learning and Data Science — Explained Simply | Suyog Joshi",https://suyogjoshi.com/writing/ai-ml-data-science-explained-simply/,True,10,/systems/ | /systems/ai-native-learning-platform/ | /systems/survey-poll-serverless/ | /training/applied-data-analysis-with-python/ | /training/practical-machine-learning-foundations/,
/writing/ai-stress-testing-agile/,200,https://suyogjoshi.com/writing/ai-stress-testing-agile/,AI Is Not Replacing Agile. It Is Stress-Testing It. | Suyog Joshi,https://suyogjoshi.com/writing/ai-stress-testing-agile/,True,5,/writing/ | /writing/coding-assistants-are-not-junior-developers/ | /writing/series/ai-assisted-software-engineering/ | /writing/stop-prompting-harder-start-giving-better-context/ | /writing/topics/agile-process-and-engineering-leadership/,
/writing/architecture-matters-more-in-the-ai-era/,200,https://suyogjoshi.com/writing/architecture-matters-more-in-the-ai-era/,Why Architecture Matters More in the AI Era | Suyog Joshi,https://suyogjoshi.com/writing/architecture-matters-more-in-the-ai-era/,True,2,/consulting/ | /writing/,
/writing/beyond-the-repository-why-ai-needs-work-context-too/,200,https://suyogjoshi.com/writing/beyond-the-repository-why-ai-needs-work-context-too/,Beyond the Repository: Why AI Needs Work Context Too | Suyog Joshi,https://suyogjoshi.com/writing/beyond-the-repository-why-ai-needs-work-context-too/,True,7,/writing/ | /writing/how-i-structure-repositories-so-ai-can-understand-them/ | /writing/how-to-tame-your-agent/ | /writing/not-all-engineering-tasks-belong-to-ai/ | /writing/series/ai-assisted-software-engineering/,
/writing/business-rules-as-context/,200,https://suyogjoshi.com/writing/business-rules-as-context/,Business Rules as Context: The Missing Layer in AI-Assisted Development | Suyog Joshi,https://suyogjoshi.com/writing/business-rules-as-context/,True,4,/writing/ | /writing/beyond-the-repository-why-ai-needs-work-context-too/ | /writing/topics/ai-assisted-software-engineering/ | /writing/topics/engineering-context-and-knowledge/,
/writing/coding-assistants-are-not-junior-developers/,200,https://suyogjoshi.com/writing/coding-assistants-are-not-junior-developers/,Coding Assistants Are Not Junior Developers | Suyog Joshi,https://suyogjoshi.com/writing/coding-assistants-are-not-junior-developers/,True,5,/writing/ | /writing/how-i-structure-repositories-so-ai-can-understand-them/ | /writing/series/ai-assisted-software-engineering/ | /writing/stop-prompting-harder-start-giving-better-context/ | /writing/topics/ai-assisted-software-engineering/,
/writing/documentation-is-becoming-executable-context/,200,https://suyogjoshi.com/writing/documentation-is-becoming-executable-context/,Documentation Is Becoming Executable Context | Suyog Joshi,https://suyogjoshi.com/writing/documentation-is-becoming-executable-context/,True,6,/systems/ai-workflow-lab/ | /writing/ | /writing/business-rules-as-context/ | /writing/knowledge-debt-is-the-new-technical-debt/ | /writing/process-as-code-making-engineering-standards-visible-to-humans-and-ai-assistants/,
/writing/enterprise-ai-adoption-is-a-context-problem/,200,https://suyogjoshi.com/writing/enterprise-ai-adoption-is-a-context-problem/,Enterprise AI Adoption Is a Context Problem | Suyog Joshi,https://suyogjoshi.com/writing/enterprise-ai-adoption-is-a-context-problem/,True,5,/writing/ | /writing/ai-stress-testing-agile/ | /writing/the-context-supply-chain-how-organizational-knowledge-reaches-ai-output/ | /writing/topics/agile-process-and-engineering-leadership/ | /writing/why-ai-punishes-tribal-knowledge-in-software-teams/,
/writing/from-developer-to-ai-orchestrator/,200,https://suyogjoshi.com/writing/from-developer-to-ai-orchestrator/,From Developer to AI Orchestrator | Suyog Joshi,https://suyogjoshi.com/writing/from-developer-to-ai-orchestrator/,True,6,/writing/ | /writing/series/ai-assisted-software-engineering/ | /writing/topics/agile-process-and-engineering-leadership/ | /writing/topics/ai-agents-and-review/ | /writing/topics/ai-assisted-software-engineering/,
/writing/how-i-structure-repositories-so-ai-can-understand-them/,200,https://suyogjoshi.com/writing/how-i-structure-repositories-so-ai-can-understand-them/,How I Structure Repositories So AI Can Actually Understand Them | Suyog Joshi,https://suyogjoshi.com/writing/how-i-structure-repositories-so-ai-can-understand-them/,True,8,/writing/ | /writing/beyond-the-repository-why-ai-needs-work-context-too/ | /writing/how-to-tame-your-agent/ | /writing/process-as-code-making-engineering-standards-visible-to-humans-and-ai-assistants/ | /writing/series/ai-assisted-software-engineering/,
/writing/how-i-used-two-ais-to-build-a-software-engineering-system/,200,https://suyogjoshi.com/writing/how-i-used-two-ais-to-build-a-software-engineering-system/,How I Used Two AIs to Build a Software Engineering System | Suyog Joshi,https://suyogjoshi.com/writing/how-i-used-two-ais-to-build-a-software-engineering-system/,True,13,/systems/ | /systems/ai-dev-orchestrator/ | /systems/ai-native-learning-platform/ | /systems/survey-poll-serverless/ | /writing/,
/writing/how-modern-llm-systems-really-work/,200,https://suyogjoshi.com/writing/how-modern-llm-systems-really-work/,How Modern LLM Systems Really Work | Suyog Joshi,https://suyogjoshi.com/writing/how-modern-llm-systems-really-work/,True,4,/systems/ | /training/generative-ai-application-development/ | /writing/ | /writing/understanding-the-ai-ecosystem/,
/writing/how-to-tame-your-agent/,200,https://suyogjoshi.com/writing/how-to-tame-your-agent/,How To Tame Your Agent? | Suyog Joshi,https://suyogjoshi.com/writing/how-to-tame-your-agent/,True,7,/ | /writing/ | /writing/series/ai-assisted-software-engineering/ | /writing/topics/ai-agents-and-review/ | /writing/topics/ai-assisted-software-engineering/,
/writing/human-ai-responsibility-map/,200,https://suyogjoshi.com/writing/human-ai-responsibility-map/,The Human + AI Responsibility Map | Suyog Joshi,https://suyogjoshi.com/writing/human-ai-responsibility-map/,True,4,/writing/ | /writing/agent-risk-register/ | /writing/how-to-tame-your-agent/ | /writing/topics/ai-agents-and-review/,
/writing/human-review-gates-ai-assisted-delivery/,200,https://suyogjoshi.com/writing/human-review-gates-ai-assisted-delivery/,Human Review Gates in AI-Assisted Delivery | Suyog Joshi,https://suyogjoshi.com/writing/human-review-gates-ai-assisted-delivery/,True,7,/systems/ai-dev-orchestrator/ | /training/engineering-reliable-ai-systems/ | /writing/ | /writing/ai-governance-without-bureaucracy/ | /writing/human-ai-responsibility-map/,
/writing/knowledge-debt-is-the-new-technical-debt/,200,https://suyogjoshi.com/writing/knowledge-debt-is-the-new-technical-debt/,Knowledge Debt Is the New Technical Debt | Suyog Joshi,https://suyogjoshi.com/writing/knowledge-debt-is-the-new-technical-debt/,True,4,/writing/ | /writing/business-rules-as-context/ | /writing/topics/agile-process-and-engineering-leadership/ | /writing/topics/engineering-context-and-knowledge/,
/writing/not-all-engineering-tasks-belong-to-ai/,200,https://suyogjoshi.com/writing/not-all-engineering-tasks-belong-to-ai/,Not All Engineering Tasks Belong to AI | Suyog Joshi,https://suyogjoshi.com/writing/not-all-engineering-tasks-belong-to-ai/,True,7,/ | /writing/ | /writing/beyond-the-repository-why-ai-needs-work-context-too/ | /writing/series/ai-assisted-software-engineering/ | /writing/topics/ai-agents-and-review/,
/writing/process-as-code-making-engineering-standards-visible-to-humans-and-ai-assistants/,200,https://suyogjoshi.com/writing/process-as-code-making-engineering-standards-visible-to-humans-and-ai-assistants/,Process as Code: Making Engineering Standards Visible to Humans and AI Assistants | Suyog Joshi,https://suyogjoshi.com/writing/process-as-code-making-engineering-standards-visible-to-humans-and-ai-assistants/,True,9,/writing/ | /writing/ai-code-review-is-not-just-code-review/ | /writing/architecture-matters-more-in-the-ai-era/ | /writing/documentation-is-becoming-executable-context/ | /writing/enterprise-ai-adoption-is-a-context-problem/,
/writing/series/,200,https://suyogjoshi.com/writing/series/,Article Series | Suyog Joshi,https://suyogjoshi.com/writing/series/,True,2,/writing/ | /writing/series/ai-assisted-software-engineering/,
/writing/series/ai-assisted-software-engineering/,200,https://suyogjoshi.com/writing/series/ai-assisted-software-engineering/,AI-Assisted Software Engineering Series | Suyog Joshi,https://suyogjoshi.com/writing/series/ai-assisted-software-engineering/,True,17,/ | /consulting/ | /systems/ | /writing/ | /writing/ai-stress-testing-agile/,
/writing/stop-prompting-harder-start-giving-better-context/,200,https://suyogjoshi.com/writing/stop-prompting-harder-start-giving-better-context/,Stop Prompting Harder. Start Giving Better Context. | Suyog Joshi,https://suyogjoshi.com/writing/stop-prompting-harder-start-giving-better-context/,True,9,/writing/ | /writing/beyond-the-repository-why-ai-needs-work-context-too/ | /writing/coding-assistants-are-not-junior-developers/ | /writing/how-i-structure-repositories-so-ai-can-understand-them/ | /writing/not-all-engineering-tasks-belong-to-ai/,
/writing/stronger-evidence-chains-for-ai-assisted-engineering-changes/,200,https://suyogjoshi.com/writing/stronger-evidence-chains-for-ai-assisted-engineering-changes/,Stronger Evidence Chains for AI-Assisted Engineering Changes | Suyog Joshi,https://suyogjoshi.com/writing/stronger-evidence-chains-for-ai-assisted-engineering-changes/,True,7,/systems/ai-workflow-lab/ | /writing/ | /writing/ai-code-review-is-not-just-code-review/ | /writing/ai-governance-without-bureaucracy/ | /writing/enterprise-ai-adoption-is-a-context-problem/,
/writing/the-context-supply-chain-how-organizational-knowledge-reaches-ai-output/,200,https://suyogjoshi.com/writing/the-context-supply-chain-how-organizational-knowledge-reaches-ai-output/,The Context Supply Chain: How Organizational Knowledge Reaches AI Output | Suyog Joshi,https://suyogjoshi.com/writing/the-context-supply-chain-how-organizational-knowledge-reaches-ai-output/,True,5,/writing/ | /writing/topics/agile-process-and-engineering-leadership/ | /writing/topics/ai-assisted-software-engineering/ | /writing/topics/engineering-context-and-knowledge/ | /writing/why-ai-punishes-tribal-knowledge-in-software-teams/,
/writing/topics/agile-process-and-engineering-leadership/,200,https://suyogjoshi.com/writing/topics/agile-process-and-engineering-leadership/,"Agile, Process, and Engineering Leadership Topic Hub | Suyog Joshi",https://suyogjoshi.com/writing/topics/agile-process-and-engineering-leadership/,True,2,/writing/ | /writing/ai-stress-testing-agile/,
/writing/topics/ai-agents-and-review/,200,https://suyogjoshi.com/writing/topics/ai-agents-and-review/,AI Agents and Review Topic Hub | Suyog Joshi,https://suyogjoshi.com/writing/topics/ai-agents-and-review/,True,2,/writing/ | /writing/human-ai-responsibility-map/,
/writing/topics/ai-assisted-software-engineering/,200,https://suyogjoshi.com/writing/topics/ai-assisted-software-engineering/,AI-Assisted Software Engineering Topic Hub | Suyog Joshi,https://suyogjoshi.com/writing/topics/ai-assisted-software-engineering/,True,2,/writing/ | /writing/coding-assistants-are-not-junior-developers/,
/writing/topics/engineering-context-and-knowledge/,200,https://suyogjoshi.com/writing/topics/engineering-context-and-knowledge/,Engineering Context and Knowledge Topic Hub | Suyog Joshi,https://suyogjoshi.com/writing/topics/engineering-context-and-knowledge/,True,2,/writing/ | /writing/business-rules-as-context/,
/writing/understanding-the-ai-ecosystem/,200,https://suyogjoshi.com/writing/understanding-the-ai-ecosystem/,Understanding the AI Ecosystem | Suyog Joshi,https://suyogjoshi.com/writing/understanding-the-ai-ecosystem/,True,8,/systems/ | /systems/ai-native-learning-platform/ | /systems/survey-poll-serverless/ | /training/practical-machine-learning-foundations/ | /writing/,
/writing/using-multiple-ai-agents-as-a-software-engineering-team/,200,https://suyogjoshi.com/writing/using-multiple-ai-agents-as-a-software-engineering-team/,Using Multiple AI Agents as a Software Engineering Team | Suyog Joshi,https://suyogjoshi.com/writing/using-multiple-ai-agents-as-a-software-engineering-team/,True,7,/systems/ai-dev-orchestrator/ | /writing/ | /writing/from-developer-to-ai-orchestrator/ | /writing/how-to-tame-your-agent/ | /writing/series/ai-assisted-software-engineering/,
/writing/why-ai-punishes-tribal-knowledge-in-software-teams/,200,https://suyogjoshi.com/writing/why-ai-punishes-tribal-knowledge-in-software-teams/,Why AI Punishes Tribal Knowledge in Software Teams | Suyog Joshi,https://suyogjoshi.com/writing/why-ai-punishes-tribal-knowledge-in-software-teams/,True,4,/writing/ | /writing/documentation-is-becoming-executable-context/ | /writing/knowledge-debt-is-the-new-technical-debt/ | /writing/topics/engineering-context-and-knowledge/,
/writing/why-reviewing-ai-generated-work-is-a-different-skill/,200,https://suyogjoshi.com/writing/why-reviewing-ai-generated-work-is-a-different-skill/,Why Reviewing AI-Generated Work Is a Different Skill | Suyog Joshi,https://suyogjoshi.com/writing/why-reviewing-ai-generated-work-is-a-different-skill/,True,11,/writing/ | /writing/ai-code-review-is-not-just-code-review/ | /writing/from-developer-to-ai-orchestrator/ | /writing/how-to-tame-your-agent/ | /writing/human-review-gates-ai-assisted-delivery/,
